id;uuid;district;name;street;zip_city;begin;end;20151116;20151117;20151118;20151119;20151120;20151121;20151122;20151123;20151124;20151125;20151126;20151127;20151128;20151129;20151130;20151201;20151202;20151203;20151204;20151205;20151206;20151207;20151208;20151209;20151210;20151211;20151212;20151213;20151214;20151215;20151216;20151217;20151218;20151219;20151220;20151221;20151222;20151223;20151224;20151225;20151226;20151227;20151228;20151229;20151230;20151231;20160101;20160102;20160103;20160104;20160105;20160106;organizer;org_address;org_contact;phone;phone2;fax;hours;email;web;facebook;kind;lat;lng;fee;remarks;todo;transit
58;48;Mitte;8. Berliner Weihnachtszeit vor dem Roten Rathaus mit der Eiswelt am Neptunbrunnen;Rathausstr. 15;10178 Berlin;2015-11-23;2015-11-29;;;;;;;;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;11:00-22:00;11:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;11:00-22:00;11:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;11:00-22:00;11:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;11:00-22:00;11:00-22:00;12:00-22:00;12:00-22:00;12:00-22:00;;11:00-21:00;11:00-21:00;11:00-21:00;12:00-22:00;12:00-22:00;;;;;;;;;Laubinger Veranstaltungsagentur;;;0163/481 48 40;;;Mo-Fr 12:00-22:00<br>Sa-So 11:00-22:00<br>24.12. geschlossen<br>25.-27.12. 11:00-21:00;info@laubinger.de;www.berlinerweihnachtszeit.de;;gewerblich;52.519494;13.407032;;<p>Wenn am 23.11.2015 die Berliner Eissternchen auf dem Eis um den Neptunbrunnen tanzen, die Berliner Tenöre uns erfreuen und der 19 m hohe aus Berlin stammende Weihnachtsbaum erstrahlt, dann beginnt die Berliner Weihnachtszeit.</p><p>Bereits zum 8. Mal präsentiert sich die Berliner Weihnachtszeit als urbaner Veranstaltungsbereich mit einem einmaligen Konzept um den Neptunbrunnen zwischen dem Roten Rathaus und der Marienkirche.</p><p>Weihnachtlicher Markthandel mit Altberliner Flair und Kunsthandwerk aus beinahe allen Erdteilen, Hochseilartistik, Märchenerzähler und Puppenspieler. In den Marktgassen vor dem Roten Rathaus lebt das alte Berlin wieder auf. In den Gassen bieten Handwerker und  Händler ihre Waren an. Es überraschen Berliner Originale wie der Eckensteher Nante, Vater Zille, Stelzenläufer und Drehorgelspieler. Die über 100 Jahre alten historischen Karusselle gönnen sich keinerlei Verschnaufpause.</p><p>Am Neptunbrunnen lädt eine große einzigartige runde Eisbahn Jung und Alt zum Schlittschuhlaufen im Wiener Walzer Takt ein. Schlittschuhe können ausgeliehen werden. Aufwärmen kann man sich anschließend in einer der großen, beheizten Glühweinstuben rund um die Eisbahn.</p><p>Märchenwald, eine lebensgroße Krippe und die fünfstöckige Pyramide gehören schon viele Jahre zur Berliner Weihnachtszeit. Das weithin sichtbare Wahrzeichen der Berliner Weihnachtszeit ist das 50m hohe Riesenrad, das höchste Berlins mit geschlossenen Panoramagondeln. Von hier reicht der Blick über das Brandenburger Tor, zum Potsdamer Platz bis zum Funkturm.</p><p>Vor der Kirche St. Marien wird die Zeit weit zurück gedreht. Unter dem Motto „Zeitreise durch das Mittelalter“ stellen Kunsthandwerker Schmiedekunst und Töpferei vor, werden hochwertige Gewänder und Felle feilgeboten. Lauschige Ecken laden bei heißem Glühwein, Süßem und Herzhaftem zum Verweilen ein. Eine Nussbrennerei bietet frische Nüsse und Mandeln nach alten Rezepturen an. In der Schaubäckerei wird das Brot noch selbst gebacken und in der Taverne gibt es heißen Met aus Tonkrügen. Die Dahmeländer Blasmusik sorgt täglich für die besondere weihnachtliche Atmosphäre.</p>;neuer text;
60;50;Mitte;Wintertraum am ALEXA;Dircksenstraße zwischen Voltairestraße und Schicklerstraße;10179 Berlin;2015-11-23;2015-12-23;;;;;;;;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;12:00-22:00;12:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;12:00-22:00;12:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;12:00-22:00;12:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;12:00-22:00;12:00-22:00;14:00-22:00;14:00-22:00;14:00-22:00;;;;;;;;;;;;;;;Charles Blume Vergnügungsbetriebe GmbH;27798 Hude;;04408/80 63 73;;04408/80 63 74;Mo-Fr 14:00-22:00<br>Sa-So 12:00-22:00;blume-service@t-online.de;www.blume-service.de;;gewerblich;52.517248;13.417182;;<p>Auch in diesem Jahr wird die Tradition des „Großen Berliner Weihnachtsmarktes“ hochleben. Der Anspruch, der spektakulärste Weihnachtsmarkt Deutschlands zu sein, wird auch 2015 durch neue imposante Fahrgeschäfte untermauert.</p><p>Der neue 90 Meter Freifall – Turm „Mega King Tower“ wird neben dem traditionellen Wahrzeichen des Weihnachtsmarktes, dem Riesenrad „Steiger“, die leuchtende Berliner Skyline in der Weihnachtszeit um ein weiteres Highlight ergänzen. Der höchste transportable Freifall – Turm der Welt kommt damit zum ersten Mal in die Hauptstadt und komplettiert das Duo der Superlative am ALEXA.</p><p>Für das leibliche Wohl sorgen Speisen und Getränke, Gegrilltes und Herzhaftes in einer gemütlichen Atmosphäre für die ganze Familie z.B. in „Zenzis Stubn“ am offenen Kamin oder in „Rosis Weinstube“.</p>;neuer text;
62;52;Mitte;WeihnachtsZauber Gendarmenmarkt;Gendarmenmarkt;10117 Berlin;2015-11-23;2015-12-31;;;;;;;;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-23:00;11:00-23:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-23:00;11:00-23:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-23:00;11:00-23:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-23:00;11:00-23:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-18:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-22:00;11:00-01:00;;;;;;;WeihnachtsZauber Gendarmenmarkt GmbH;;Helmut Russ und Gunda Kniep;20 91 26 32;0172/456 22 55;20 91 26 33;11:00-22:00<br>Fr-Sa 11:00-23:00<br>24.12. 11:00-18:00<br>25./26.12. 11:00-22:00<br>31.12. 11:00-01:00;office@weihnachtsmarkt-berlin.de;www.weihnachtsmarkt-berlin.de;;gewerblich;52.513828;13.39235;Eintritt 1 €<br>Mo-Fr 11:00-14:00 Eintritt frei (außer am 24.12., 25.12., 26.12., 31.12.)<br>Silvesterfeier 19:00-01:00 Eintritt 12 €;<p>Weihnachten ist ein Fest für den Gaumen. Genießen Sie das vielfältige Angebot unserer beheizten Gastronomiezelte. „Weihnachtszauber Gendarmenmarkt“ – das ist eine einzigartige kulinarische Verführung in bezaubernder weihnachtlicher Atmosphäre!</p><p>Betrachten Sie internationale Handwerkskünstler bei ihrer Arbeit, bewundern Sie die schon fast vergessenen Künste einer Flachsstickerin, eines Holzschnitzers oder eines Hutmachers. Gehen Sie auf Entdeckungsreise und finden Sie das Besondere! „WeihnachtsZauber Gendarmenmarkt“ – das sind die außergewöhnlichen Geschenkideen – auch für den anspruchsvollsten Geschmack.</p><p>Akrobaten, Feuerkünstler, Chöre, Musik- und Tanzgruppen mit renommierten Künstlern begeistern alle Berliner und ihre internationalen Gäste mit einem kurzweiligen Weihnachtsprogramm im Hauptstadtformat: Musikalische Darbietungen und Aktionskunst auf dem Markt, Täglich ca. 17.45 Uhr das Weihnachtsquiz auf der Bühne, Vielseitiges internationales Musik-Showprogramm am Abend, und vieles mehr.</p>;text checked;
64;54;Mitte;Fabelhafte Weihnachten im Sony Center am Potsdamer Platz;Bellevuestr. 5;10785 Berlin;2015-11-28;2016-01-03;;;;;;;;;;;;;14:00-22:00;;;;;14:00-22:00;14:00-22:00;14:00-22:00;;;;;14:00-22:00;14:00-22:00;14:00-22:00;;;;;14:00-22:00;14:00-22:00;14:00-22:00;;;;;;14:00-22:00;14:00-22:00;;;;;14:00-22:00;14:00-22:00;14:00-22:00;;;;;Forum Event Management GmbH;;;25 75 16 01;;25 75 16 40;Do, Fr, Sa 14:00-22:00<br>24.12. geschlossen;event.berlin@forum-event.de;www.sonycenter.de;;gewerblich;52.510390;13.37365;;<p>Abseits des alltäglichen Weihnachtstrubels gibt es zum Jahresende im Sony Center am Potsdamer Platz in diesem Jahr Neues zu erleben. Ein bezauberndes Fabelwesen-Ensemble wird nicht nur Kinderaugen zum Leuchten bringen. Die Zwillingselfen Klara und Kasia, die kleinste Elfe Laura sowie ihr Beschützer Arion fügen sich mit ihrem funkelnden Antlitz perfekt in das in Licht getauchte Forum ein.</p><p>Ein weiteres Highlight wird die tägliche Tanz-Show der geheimnisvollen Elfe Stella sein. Zu jeder vollen Stunde wird sie das Publikum mit ihrer Anmut verzaubern und das Sony Center glanzvoll erstrahlen lassen.</p><p>Inmitten der einmaligen Architektur schwebt direkt unter dem weltberühmten Dach eine überdimensional große Lichtinstallation aus tausenden saphirblauen und goldenen Glanzlichtern. Leuchtende Sterne an den Fassaden sowie Lichterketten in den Weihnachtstannen runden das stimmungsvolle Lichtkonzept ab. Liebevolle Details schaffen eine Atmosphäre, die zum Verweilen einlädt.</p><p>Neben dem visuellem Erlebnis und Entertainment kommt auch das leibliche Wohl selbstverständlich nicht zu kurz. In urig-gemütlichen Hütten werden zünftiges Essen, festliche Spezialitäten, köstliche Süßigkeiten und leckere Getränke geboten.</p>;Old-mail;
66;56;Mitte;Adventsbasar;vor und in der Heilandskirche Moabit, Thusnelda-Allee 1;10555 Berlin;2015-11-28;2015-11-28;;;;;;;;;;;;;10:00-15:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelische Kirchengemeinde Moabit West;Thusnelda-Allee 1, 10555 Berlin-Moabit;;30 30 69 88 – 0;;30 30 69 88 - 2;10:00-15:00;thusnelda1@kgmoabit-west.de;www.kgmoabit-west.de;;gemeinnützig;52.525892;13.339548;;<p>Am Samstag findet unser Adventsbasar vor und in der Heilandskirche zugunsten für „Brot für die Welt“ und für die Heilandskirche statt. Es gibt einen Vorweihnachtlicher Markt mit Musikprogramm (Orgel-, Chor- u. Bläsermusik). Für Kinderbetreuung und das leibliche Wohl ist gesorgt.</p><p>Eintritt frei – Spenden erbeten</p><p>Abschluss-Andacht um 15.00 Uhr</p>;Old-mail;
68;64;Mitte;20. Berliner Umwelt- und Weihnachtsmarkt 2015;Sophienstraße in Mitte;10178 Berlin;2015-11-28;2015-11-29;;;;;;;;;;;;;12:00-20:00;11:00-19:00;;;;;;12:00-20:00;11:00-19:00;;;;;;12:00-20:00;11:00-19:00;;;;;;12:00-20:00;11:00-19:00;;;;;;;;;;;;;;;;;;EVENTS - Ralf Bielefeldt;Zehdenicker Str. 14, 10119 Berlin;;48 49 62 27;0177/688 22 45;32 51 98 53;Sa 12:00-20:00<br>So 11:00-19:00;post@weihnachtsmarkt-sophienstrasse.de;www.weihnachtsmarkt-sophienstrasse.de;facebook.com/weihnachtsmarkt.sophienstrasse;gewerblich;52.525647;13.400861;;<p>Direkt neben den Hackeschen Höfen in einer der ältesten Straßen Berlins bietet der Umwelt- und Weihnachtsmarkt nicht nur Glühwein und Bratwurst, sondern wartet auch mit einem außergewöhnlichen Angebot an zeitgenössischer Designer- und Künstlerware auf und hebt sich damit von den anderen Weihnachtsmärkten der Stadt angenehm ab. Das einmalige Konzept wurde sogar schon mit dem 1. Preis des Umweltwettbewerbs honoriert.</p><p>Der traditionelle Umwelt- und Weihnachtsmarkt, platziert im historischen Berliner Stadtkern, lockt seine Besucher seit 1995 mit seiner nostalgischen Atmosphäre. Es gibt eine Vielzahl an ungewöhnlichen Objekten und Weihnachtsgeschenken, welche man auf anderen Weihnachtsmärkten lange suchen kann. Von Naturwaren höchster Bio-Güte bis hin zu den verschiedensten Gegenständen aus fairem Handel. Hier findet jeder Besucher sein individuelles Geschenk. Auch ein ausgewogenes Angebot an Getränken und Speisen wird geboten. Neben den obligatorischen Klassikern wie zum Beispiel Crêpe, Bratwurst, Raclette, gerösteten Mandeln oder Glühwein finden die Besucher in diesem Jahr auch wieder Imbissangebote mit ausschließlich vegetarischen und veganen Gerichten.</p><p>Doch wieso heißt der Weihnachtsmarkt eigentlich auch „Umweltmarkt?“ „Wir verbrauchen wenig Energie, verzichten auf Fahrgeschäfte und sonstigen Schnick-Schnack, wir geben Berliner Start-Ups aus der Designerszene eine Plattform für deren kreativen Produkte und eine große Anzahl der 100 Händler produziert selbst, handelt fair und unterstützt Hilfsprojekte in ärmeren Ländern der Welt. Zudem bieten diverse Umweltorganisationen Informationen über deren Arbeit.</p><p>Auch das Rahmenprogramm kann sich sehen lassen. Arrangements des legendären Berliner Blechbläser Trios, Walkacts mit Phantasiefiguren auf Hochstelzen und feenhaft dahinschwebende Goldengel entzücken große und kleine Gäste. Auch ein Weihnachtsmann ist täglich vor Ort und verteilt gute Gaben an liebe Kinder und die, die es noch werden wollen. Der Turm der Sophienkirche wird samstags und sonntags eindrucksvoll illuminiert.</p>;old;
76;70;Neukölln;Nordische Märchenweihnacht - Weihnachtsmarkt auf dem Gutshof des Schlosses Britz;Alt-Britz 73;12359 Berlin;2015-12-11;2015-12-13;;;;;;;;;;;;;;;;;;;;;;;;;;14:00-21:00;11:00-21:00;11:00-21:00;;;;;14:00-21:00;11:00-21:00;11:00-21:00;;;;;;;;;;;;;;;;;;Kulturstiftung Schloss Britz;;;60 97 92 30;;609 79 23 39;Fr 14:00-21:00<br>Sa 11:00-21:00<br>So 11:00-21:00;info@schlossbritz.de;www.schlossbritz.de;;gewerblich;52.446960;13.43781;Eintritt 3 €<br>ermäßigt 2 €<br>Kinder unter 6 Jahren und Anwohner frei;<p>Auf dem Gutshof gibt es über 40 weihnachtliche Stände und viele Aktionen zu erleben, wie z.B. Fahrten mit Schlittenhunden, Ponyreiten, eine Greifvogelschau, Bogen- und Armbrustschießen, ein hölzernes Wasserrad mit einer Glückstalerschmiede, große eindrucksvolle Wikingerboote zum Erklettern, hölzerne Katapulte und Isenbartens Märchenzelt der Künstlergruppe Buochenhain. Premiere erleben die neugebaute Trolleisenbahn und eine Zwergenschmiede.</p><p>Die Märchenweihnacht wird von den Künstlern des Wandertheaters Cocolorus Budenzauber organisiert, dekoriert und bespielt und das verspricht neben den sonst üblichen „Glühwein- und Schlemmerangeboten“ vor allem ein niveauvolles herzerwärmendes und liebevoll handgemachtes Programm auf dem historischen Weihnachtsmarkt. So mischen sich eine wunderschöne (und bei Cocolorus natürlich liebenswerte) Schneekönigin mit ihren lustigen Trollen und die Frau Holle unter das Volk und laden Jung und Alt zum weihnachtlichen non-stop Programm auf der märchenhaften Bühne des Wandertheaters ein. </p><p>Es werden die Theaterstücke „Der Rattenfänger“, „Der Teufel und die gestohlenen Pfannkuchen“, „Die Sternentaler“ , „Hans im Glück“ und „Der Fischer und seine Frau“ aufgeführt und beim „Winterreigen“ und der „Wichtelwerkstatt“ gibt es viel Spaß, Tanz und Akrobatik in winterlichen Kostümen. Weihnachtliche Musik wird von Cocolorus Diaboli und von Kindern des Wandertheaters vorgetragen. Mit dabei sind auch die Gaukler von Max und Moritz im Quadrat mit ihren akrobatischen Späßen und einer fulminanten Feuershow.</p><p>Auch für das leibliche Wohl ist reichlich gesorgt und auf dem Weihnachtsmarkt findet man viele Leckereien wie z.B. gebackene Mandeln, Apfelkrapfen, Crepes, Wildspezialitäten, Langos, Knoblauchbrot, Fladen, Spieße, gegrilltes Feuerfleisch, Glühwein, mittelalterlichen Gewürzwein, Feuerzangenbowle, heißen Kirschwein, Quitten-Met und den skandinavischen Glühpunsch Glögi – hier ein Mix selbstgemachter nordischer Obstweine mit frisch gepresstem Mispelsaft und dem Saft der sehr vitaminreichen Cidoquitte, der „nordischen Zitrone“.</p><p>Das Weihnachtspektakel ist am Freitag von 14 -21 Uhr und am Samstag und Sontag von 11-21 Uhr geöffnet und wird jeden Abend mit dem Highlight „Araga Mysteria“, der eindrucksvollen Feuershow des Wandertheaters ausklingen.</p>;old;
80;2084;Neukölln;28. Alt-Buckower Adventsmarkt;Nebenstraße Alt-Buckow 2-38;12349 Berlin;2015-11-28;2015-11-29;;;;;;;;;;;;;13:00-20:00;11:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"AG ""Das Sympathische Buckow e. V."" und die Evangelische Kirchengemeinde Alt-Buckow";;Christian Rieth;0179/394 55 14;;34 35 98 73;Sa 13:00-20:00<br>So 11:00-19:00;post@advents-markt.de;www.advents-markt.de;;gemeinnützig;52.422879;13.433156;;"<p>Zum 27. mal lädt Sie die Arbeitsgemeinschaft ""Das sympathische Buckow e.V."" und die ev. Kirchengemeinde Alt-Buckow zu unserem traditionellen Alt-Buckower Adventsmarkt ein. Auch in diesem Jahr wird die vorweihnachtliche Veranstaltung, wie gewohnt, am ersten Adventswochenende stattfinden.</p><p>Viel Wert wird in diesem Jahr auf unsere kleinen Gäste gelegt, im großen Kinder-Wunder-Weihnachtszelt werden wir für sie ein schönes und beschauliches Vorweihnachtsprogramm gestalten.</p><p>Um unseren Kindern die weihnachtliche Tradition ein Stück näher zu bringen, werden wir unser Zelt festlich schmücken, Bastelangebote anbieten und kleine Weihnachtsgeschichten vorlesen, viele weitere Überraschungen sind zusätzlich zu erwarten. Es wird grundsätzlich auf eine Beschallung der Veranstaltung verzichtet um den traditionellen Aspekt unseres Adventsmarktes in den Vordergrund zu stellen.</p>";Old-void;
82;170;Neukölln;Adventsmarkt der Evangelischen Kirchengemeinde Alt-Buckow;an der Dorfkirche Alt-Buckow;12349 Berlin;2015-11-28;2015-11-29;;;;;;;;;;;;;14:00-20:00;13:00-19:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelische Kirchengemeinde Alt-Buckow;;;604 10 10;;605 19 06;Sa 14:00-20:00<br>So 13:00-19:00;buero@dorfkirche.de;www.dorfkirche.de;;gemeinnützig;52.421877;13.430844;;<p></p>;mail;
84;74;Neukölln;Adventsmarkt an der Britzer Dorfkirche ;Backbergstr. 38 ;12359 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;12:30-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Evangelische Dorfkirchengemeinde Berlin-Britz;;;606 29 12;;63 41 39 00;12:30-18:00;dorfkirchebritz@t-online.de;www.dorfkirchebritz.de;;gemeinnützig;52.448270;13.43695;;"<p>Am 30. November feiern wir wieder in der Ev. Dorfkirchengemeinde Britz unseren Adventsmarkt.</p><p>Alle sind herzlich eingeladen um 10 Uhr in der Kirche die ersten Adventslieder im Gottesdienst zu singen, gemeinsam zu beten und nach dem Gottesdienst ab 11 Uhr den romantischen Adventsmarkt rund um die Dorfkirche zu besuchen, oder sich im Gemeindegarten an vorweihnachtlichen Genüssen zu laben.</p><p>Um 15 Uhr gibt es in der Kirche für kleine und auch große Kinder das Puppentheater von Martin Lenz mit dem Märchen ""König Drosselbart"" und wunderbarer musikalischer Untermalung. Im Gemeindehaus gibt es eine Nähstube für Kinder.</p><p>Um 18 Uhr endet unser Britzer Adventsmarkt mit einer kurzen Abendandacht.</p>";old;
86;76;Neukölln;43. Alt-Rixdorfer Weihnachtsmarkt;Richardplatz;12055 Berlin;2015-12-04;2015-12-06;;;;;;;;;;;;;;;;;;;17:00-21:00;14:00-21:00;14:00-20:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BA Neukölln;;Christian Bärmann;902 39 25 53;;902 39 34 70;Fr 17:00-21:00<br>Sa 14:00-21:00<br>So 14:00-20:00;;www.berlin.de/ba-neukoelln/org/arw/arw.index.html;;gemeinnützig;52.474158;13.44528;;<p>Am Freitag, 5. Dezember 2014 um 17.00 Uhr wird der traditionelle Alt-Rixdorfer Weihnachtsmarkt rund um den Richardplatz vom Neuköllner Bezirksbürgermeister Heinz Buschkowsky eröffnet.</p><p>Im sanften Schein von zahllosen Petroleumlampen und mit Lichterketten üppig geschmückten Bäumen bieten über 140 karitative Verbände, Gruppen und Vereine selbstgemachte Kleinigkeiten, schönes Kunsthandwerk und liebevoll Gebasteltes für die zahlreichen Besucher. Für das leibliche Wohl ist ebenfalls gesorgt.</p><p>Wer zur rechten Zeit da ist, trifft die Drei Weisen aus dem Morgenland, die mit ihren Kamelen angereist sind und viele Engel und den Weihnachtsmann mitgebracht haben oder kann die Hexe Abraxa in ihrem Häuschen an der Schmiede besuchen.</p><p>Auf dem Rixdorfer Weihnachtsmarkt werden wie jedes Jahr nur Waren von gemeinnützigen Organisationen feilgeboten. Gerade das macht sein Berlinweit einzigartiges Flair für die Besucher aus.</p>;old;
88;1000;Pankow;Lucia Weihnachtsmarkt in der Kulturbrauerei;Kulturbrauerei in Prenzlauer Berg, Schönhauser Allee   36-39;10435 Berlin;2015-11-23;2015-12-22;;;;;;;;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;13:00-22:00;13:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;13:00-22:00;13:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;13:00-22:00;13:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;15:00-22:00;13:00-22:00;13:00-22:00;15:00-22:00;15:00-22:00;;;;;;;;;;;;;;;;Ketering GmbH (Veranstalter, Vermietung);;Fête Company;449 25 94;44 31 07 37;25 74 85 50;Mo-Fr 15:00-22:00<br>Sa-So 13:00-22:00;jul@lucia-weihnachtsmarkt.de;www.lucia-weihnachtsmarkt.de;https://www.facebook.com/LuciaWeihnachtsmarktBerlin/;gewerblich;52.540507;13.41442;;<p>Der Lucia Weihnachtsmarkt in der Kulturbrauerei ist den nordischen Ländern gewidmet. Jährlich am 13. Dezember wird in Schweden und anderen Ländern Lucia, die Lichtbringerin, gefeiert.</p><p>Die historische Gebäudekomposition der alten Brauerei aus verziertem und ornamentiertem Backsteinklinker des 19. Jahrhunderts bildet eine romantische Kulisse, in der die sechzig im rotweißen skandinavischen Stil gehaltenen Marktstände besonders stimmungsvoll wirken. Auch akustisch fühlt sich der Besucher dem hohen Norden nah – Musik der nordisch-skandinavischen Länder rieselt leise herab. Wärme spenden flackernde Schwedenfeuer und das beliebte Kunstobjekt „Open-Air-Mantel-Heizung“. An dieser skurrilen Installation können sich frierende Besucher angewärmte Pelzmäntel überziehen, für deren Wärmezufuhr ein Holzofen sorgt.</p><p>An den Nachmittagen verweilen viele Familien mit Kindern, die Bungee-Trampolin springen, an der kleinen Ritterburg in lang vergangene Zeiten eintauchen oder auf einem nostalgischen Kettenkarussell ihre Runden drehen. Hauptattraktion für die Kleinen ist der Weihnachtsmann, der täglich von 17 bis 18 Uhr über die Höfe schlendert, Wünsche entgegennimmt, zuhört und gratis Naschereien verteilt. Abends wird der Markt zum Treffpunkt der Erwachsenen. Auf dem gemütlich-behaglichen Weihnachtsmarkt kann man in Ruhe flanieren, nach Kunsthandwerk stöbern und deutsche sowie nordisch-skandinavische Köstlichkeiten probieren. Viele Besucher schwören, auf dem Lucia Weihnachtsmarkt in der Kulturbrauerei gebe es den besten Glögg Berlins.</p>;neuer text;U Eberswalder Str.
90;88;Pankow;Adventsökomarkt und Ökomarkt der GRÜNEN LIGA am Kollwitzplatz;Wörther Straße / Kollwitz- bis Knaackstraße;10405 Berlin;2015-11-29;2015-11-29;;;;;;;;;;;;;;12:00-19:00;;;;;;;12:00-19:00;;;;;;;12:00-19:00;;;;;;;12:00-19:00;;;;;;;;;;;;;;;;;;GRÜNE LIGA BERLIN e. V.;Prenzlauer Allee 8, 10405 Berlin;E. Westphal;44 33 91 48;;44 33 91 33;12:00-19:00;oekomarkt.kollwitzplatz@grueneliga.de;www.grueneliga-berlin.de;;gewerblich;52.536404;13.417079;;<p>An allen vier Adventssonntagen von 12 bis 19 Uhr bietet der Adventsökomarkt der GRÜNEN LIGA Berlin am Kollwitzplatz in Berlin Prenzlauer Berg eine entspannte und stimmungsvolle Alternative zum hektischen Trubel der herkömmlichen Weihnachtsmärkte.</p><p>Warum das Weihnachtfest nicht mal ökologisch und fair feiern? Alles, was man dafür braucht, gibt es auf dem Adventsökomarkt. Angenehme und köstliche Düfte erfreuen die Nase. Von Rohkost bis Bratwurst ist für jeden Geschmack etwas Leckeres dabei. Neben veganem und glutenfreiem Backwerk, auch für Allergiker und empfindliche Menschen, werden unter anderem fantastische Lehmofenpizzen, köstliche Crêpes, süße Dinkelwaffeln und herzhaftes Dal angeboten. Zum Aufwärmen gibt es natürlich auch Glühwein und andere warme Getränke, wie Kaffee und Teespezialitäten.</p><p>Neben den zahlreichen Köstlichkeiten laden biologische, ökologische, fair gehandelte und handgefertigte Produkte zu einem Weihnachtsbummel der etwas anderen Art ein: von Kunsthandwerk über upgecycelte Unikate, antiquarische und neue Bücher, Papeterie bis hin zu Kleidung und Schmuck. Außerdem kann man sich an Informationsständen beispielsweise zum Wechsel auf Ökostrom beraten lassen.</p><p>Auch die kleinen Gäste kommen auf ihre Kosten. Die GRÜNE LIGA Berlin stellt ein handbetriebenes Kinderkarussell und eine Reitschule aus Holz bereit. Hier können sich Groß und Klein vergnügen. Nach so viel Trubel können sich die Gäste am Schwedenfeuer und in kleinen, gemütlichen Zelten aufwärmen und bei Speis und Trank zur Ruhe kommen.</p>;Old-mail;
98;90;Pankow;Nikolausmarkt auf dem Kinderbauernhof Pinkepanke;Am Bürgerpark 15-18, S-Bhf. Wollankstraße ;13156 Berlin;2015-12-06;2015-12-06;;;;;;;;;;;;;;;;;;;;;14:00-18:00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Frau Rose;;;0177/464 16 75;;;14:00-18:00;;;;gemeinnützig;52.569076;13.388773;;<p>Der Nikolausmarkt ist eine Benefizverantstaltung für den Kinderbauernhof. Bringt bitte etwas Geld mit!</p><p>Basteln - Spielen - Leckereien - Geschenke zum Fest</p>;Old-mail;
