id,district,name,street,zip_city,lon,lat,hours,20141117,20141118,20141119,20141120,20141121,20141122,20141123,20141124,20141125,20141126,20141127,20141128,20141129,20141130,20141201,20141202,20141203,20141204,20141205,20141206,20141207,20141208,20141209,20141210,20141211,20141212,20141213,20141214,20141215,20141216,20141217,20141218,20141219,20141220,20141221,20141222,20141223,20141224,20141225,20141226,20141227,20141228,20141229,20141230,20141231,20150101,20150102,20150103,20150104,20150105,20150106,organizer,org_address,org_contact,phone,phone2,fax,email,web,fee,kind,remarks,todo,copyright
46,Mitte,Nostalgischer Weihnachtsmarkt am Schlossplatz,Schlossplatz 1,10178 Berlin,,,Mo-Do 12:00-21:30<br>Fr-Sa 11:00-22:30<br>So 11:00-21:30<br>25./26.12. 11:30-21:00,,,,,,,,12:00-21:30,12:00-21:30,12:00-21:30,12:00-21:30,11:00-22:30,11:00-22:30,11:00-21:30,12:00-21:30,12:00-21:30,12:00-21:30,12:00-21:30,11:00-22:30,11:00-22:30,11:00-21:30,12:00-21:30,12:00-21:30,12:00-21:30,12:00-21:30,11:00-22:30,11:00-22:30,11:00-21:30,12:00-21:30,12:00-21:30,12:00-21:30,12:00-21:30,11:00-22:30,11:00-22:30,11:00-21:30,12:00-21:30,12:00-21:30,,11:00-21:00,11:00-21:00,11:00-22:30,11:00-21:30,,,,,,,,,,Nostalgischer Weihnachtsmarkt,, Joseph Nieke,20 25 35 80,0151/15 10 92 20,,info@berliner-weihnacht.de,www.joseph-nieke.de,,gewerblich,"<p>Berlins stimmungsvollster Weihnachtsmarkt – dieses Jahr auf dem Schlossplatz!</p><p>Nach 22 Jahren rund um das Opernpalais am weltbekannten Boulevard Unter den Linden findet der „Nostalgische Weihnachtsmarkt“ in diesem Jahr auf dem Schlossplatz in unmittelbarer Nähe zum künftigen Humboldt-Forum vor dem ehemaligen DDR-Staatsratsgebäude statt.</p><p>Kunsthandwerker aus aller Welt präsentieren in Berlins historischer Mitte wieder hochwertige Geschenkideen und typisch-weihnachtliche Accessoires wie Krippenfiguren, Holzspielzeug, Christbaumschmuck, Schokoladen-Werkzeug, Weihnachtssterne, Räuchermännchen, Spieluhren, Pyramiden, Lammfellschuhe und Kerzen.</p><p>Heiße Maroni, gebrannte Mandeln, Winzer-Glühwein, Feuerzangenbowle, Lebkuchen und viele weitere typische Spezialitäten sorgen bei einem entspannten Marktrundgang für Gaumenfreuden.</p><p>Nostalgische Fahrgeschäfte, eine „lebendige“ Weihnachtskrippe und Märchenlesungen runden das schöne weihnachtliche Ambiente ab.</p>",ready,Gritt Ockert
64,Mitte,19. Berliner Umwelt- und Weihnachtsmarkt 2014,Sophienstraße in Mitte,10178 Berlin,,,Sa 12:00-20:00<br>So 11:00-19:00,,,,,,,,,,,,,12:00-20:00,11:00-19:00,,,,,,12:00-20:00,11:00-19:00,,,,,,12:00-20:00,11:00-19:00,,,,,,12:00-20:00,11:00-19:00,,,,,,,,,,,,,,,,,EVENTS - Ralf Bielefeldt,,,48 49 62 27,0177/688 22 45,32 51 98 53,post@weihnachtsmarkt-sophienstrasse.de,www.weihnachtsmarkt-sophienstrasse.de,,gewerblich,"<p>Direkt neben den Hackeschen Höfen in einer der ältesten Straßen Berlins bietet der Umwelt- und Weihnachtsmarkt nicht nur Glühwein und Bratwurst, sondern wartet auch mit einem außergewöhnlichen Angebot an zeitgenössischer Designer- und Künstlerware auf und hebt sich damit von den anderen Weihnachtsmärkten der Stadt angenehm ab. Das einmalige Konzept wurde sogar schon mit dem 1. Preis des Umweltwettbewerbs honoriert.</p><p>Der traditionelle Umwelt- und Weihnachtsmarkt, platziert im historischen Berliner Stadtkern, lockt seine Besucher seit 1995 mit seiner nostalgischen Atmosphäre. Es gibt eine Vielzahl an ungewöhnlichen Objekten und Weihnachtsgeschenken, welche man auf anderen Weihnachtsmärkten lange suchen kann. Von Naturwaren höchster Bio-Güte bis hin zu den verschiedensten Gegenständen aus fairem Handel. Hier findet jeder Besucher sein individuelles Geschenk. Auch ein ausgewogenes Angebot an Getränken und Speisen wird geboten. Neben den obligatorischen Klassikern wie zum Beispiel Crêpe, Bratwurst, Raclette, gerösteten Mandeln oder Glühwein finden die Besucher in diesem Jahr auch wieder Imbissangebote mit ausschließlich vegetarischen und veganen Gerichten.</p><p>Doch wieso heißt der Weihnachtsmarkt eigentlich auch „Umweltmarkt?“ „Wir verbrauchen wenig Energie, verzichten auf Fahrgeschäfte und sonstigen Schnick-Schnack, wir geben Berliner Start-Ups aus der Designerszene eine Plattform für deren kreativen Produkte und eine große Anzahl der 100 Händler produziert selbst, handelt fair und unterstützt Hilfsprojekte in ärmeren Ländern der Welt. Zudem bieten diverse Umweltorganisationen Informationen über deren Arbeit.</p><p>Auch das Rahmenprogramm kann sich sehen lassen. Arrangements des legendären Berliner Blechbläser Trios, Walkacts mit Phantasiefiguren auf Hochstelzen und feenhaft dahinschwebende Goldengel entzücken große und kleine Gäste. Auch ein Weihnachtsmann ist täglich vor Ort und verteilt gute Gaben an liebe Kinder und die, die es noch werden wollen. Der Turm der Sophienkirche wird samstags und sonntags eindrucksvoll illuminiert.</p>",ready,EVENTS-R. Bielefeldt
56,Mitte,Adventsbasar,"vor und in der Heilandskirche Moabit, Thusnelda-Allee 1",10555 Berlin,,,10:00-15:00,,,,,,,,,,,,,10:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ev. Kirchengemeinde Moabit West,"Thusnelda-Allee 1, 10555 Berlin-Moabit",,30 30 69 88 – 0,,30 30 69 88 - 2,thusnelda1@kgmoabit-west.de,www.kgmoabit-west.de,,gemeinnützig,"<p>Am Samstag findet unser Adventsbasar vor und in der Heilandskirche zugunsten für „Brot für die Welt“ und für die Heilandskirche statt. Es gibt einen Vorweihnachtlicher Markt mit Musikprogramm (Orgel-, Chor- u. Bläsermusik). Für Kinderbetreuung und das leibliche Wohl ist gesorgt.</p><p>Eintritt frei – Spenden erbeten</p><p>Abschluss-Andacht um 15.00 Uhr</p>",mail,condesign
66,Mitte,Weihnachtsmarkt zwischen Hauptbahnhof und Kanzleramt,Washingtonplatz vor dem Hauptbahnhof,10557 Berlin,,,14:00-22:00,,,,,,,,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,,,,,,,,,,,,,,,,,Acksteiner Events,,,28 48 78 30,,28 48 78 31,info@acksteinerevents.de,www.acksteinerevents.de,,gewerblich,"<p>Design und Genuss am Hauptbahnhof</p><p>Auf dem Washingtonplatz zwischen Hauptbahnhof und Kanzleramt wird es in diesem Jahr zum ersten Mal richtig weihnachtlich. Und das mit besonderen Angeboten. Die „üblichen Mitbringsel“ eines Weihnachtsmarktes werden ergänzt durch Designerangebote, internationale Spezialitäten und durch besondere Weihnachtsgeschenke.</p><p>Es sind Geschenke zum Fest für Freunde und Familie aus Designerläden, Handwerksbetrieben und von Bio-Anbietern. Dazu Glühwein, kandierte Früchte und Crêpes.</p><p>Zur weihnachtlichen Stimmung tragen auch 25 Chöre mit nationaler und internationaler Weihnachtsmusik bei – eine Zusammenarbeit mit dem Chorverband Berlin. Die Auftrittszeiten sind um 18:00 und 19:00 Uhr sowie an den Advents-Sonntagen zusätzlich auch 16:00 und 17:00 Uhr.</p>",ready,Deutsche Bahn AG
70,Neukölln,Nordische Märchenweihnacht - Weihnachtsmarkt auf dem Gutshof des Schlosses Britz,Alt-Britz 73,12359 Berlin,,,Fr 14:00-21:00<br>Sa 11:00-21:00<br>So 11:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,14:00-21:00,11:00-21:00,11:00-21:00,,,,,14:00-21:00,11:00-21:00,11:00-21:00,,,,,,,,,,,,,,,,,Kulturstiftung Schloss Britz,,,60 97 92 30,,609 79 23 39,info@schlossbritz.de,www.schlossbritz.de,"Eintritt 3 €, ermäßigt 2 €, Kinder unter 6 Jahren und Anwohner frei",gewerblich,"<p>Auf dem Gutshof gibt es über 40 weihnachtliche Stände und viele Aktionen zu erleben, wie z.B. Fahrten mit Schlittenhunden, Ponyreiten, eine Greifvogelschau, Bogen- und Armbrustschießen, ein hölzernes Wasserrad mit einer Glückstalerschmiede, große eindrucksvolle Wikingerboote zum Erklettern, hölzerne Katapulte und Isenbartens Märchenzelt der Künstlergruppe Buochenhain. Premiere erleben die neugebaute Trolleisenbahn und eine Zwergenschmiede.</p><p>Die Märchenweihnacht wird von den Künstlern des Wandertheaters Cocolorus Budenzauber organisiert, dekoriert und bespielt und das verspricht neben den sonst üblichen „Glühwein- und Schlemmerangeboten“ vor allem ein niveauvolles herzerwärmendes und liebevoll handgemachtes Programm auf dem historischen Weihnachtsmarkt. So mischen sich eine wunderschöne (und bei Cocolorus natürlich liebenswerte) Schneekönigin mit ihren lustigen Trollen und die Frau Holle unter das Volk und laden Jung und Alt zum weihnachtlichen non-stop Programm auf der märchenhaften Bühne des Wandertheaters ein. </p><p>Es werden die Theaterstücke „Der Rattenfänger“, „Der Teufel und die gestohlenen Pfannkuchen“, „Die Sternentaler“ , „Hans im Glück“ und „Der Fischer und seine Frau“ aufgeführt und beim „Winterreigen“ und der „Wichtelwerkstatt“ gibt es viel Spaß, Tanz und Akrobatik in winterlichen Kostümen. Weihnachtliche Musik wird von Cocolorus Diaboli und von Kindern des Wandertheaters vorgetragen. Mit dabei sind auch die Gaukler von Max und Moritz im Quadrat mit ihren akrobatischen Späßen und einer fulminanten Feuershow.</p><p>Auch für das leibliche Wohl ist reichlich gesorgt und auf dem Weihnachtsmarkt findet man viele Leckereien wie z.B. gebackene Mandeln, Apfelkrapfen, Crepes, Wildspezialitäten, Langos, Knoblauchbrot, Fladen, Spieße, gegrilltes Feuerfleisch, Glühwein, mittelalterlichen Gewürzwein, Feuerzangenbowle, heißen Kirschwein, Quitten-Met und den skandinavischen Glühpunsch Glögi – hier ein Mix selbstgemachter nordischer Obstweine mit frisch gepresstem Mispelsaft und dem Saft der sehr vitaminreichen Cidoquitte, der „nordischen Zitrone“.</p><p>Das Weihnachtspektakel ist am Freitag von 14 -21 Uhr und am Samstag und Sontag von 11-21 Uhr geöffnet und wird jeden Abend mit dem Highlight „Araga Mysteria“, der eindrucksvollen Feuershow des Wandertheaters ausklingen.</p>",ready,Cocolorus Diaboli
74,Neukölln,Adventsmarkt an der Britzer Dorfkirche ,Backbergstr. 38 ,12359 Berlin,,,11:00-18:00,,,,,,,,,,,,,,11:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ev. Dorfkirchengemeinde Berlin-Britz,,,606 29 12,,63 41 39 00,dorfkirchebritz@t-online.de,www.dorfkirchebritz.de,,gemeinnützig,"<p>Am 30. November feiern wir wieder in der Ev. Dorfkirchengemeinde Britz unseren Adventsmarkt.</p><p>Alle sind herzlich eingeladen um 10 Uhr in der Kirche die ersten Adventslieder im Gottesdienst zu singen, gemeinsam zu beten und nach dem Gottesdienst ab 11 Uhr den romantischen Adventsmarkt rund um die Dorfkirche zu besuchen, oder sich im Gemeindegarten an vorweihnachtlichen Genüssen zu laben.</p><p>Um 15 Uhr gibt es in der Kirche für kleine und auch große Kinder das Puppentheater von Martin Lenz mit dem Märchen ""König Drosselbart"" und wunderbarer musikalischer Untermalung. Im Gemeindehaus gibt es eine Nähstube für Kinder.</p><p>Um 18 Uhr endet unser Britzer Adventsmarkt mit einer kurzen Abendandacht.</p>",ready,Dorfkirchengemeinde Berlin-Britz
78,Neukölln,Weihnachten im Körnerpark,Körnerpark,12051 Berlin,,,14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,"QM, Körnerpark","Emser Str. 15, 12051 Berlin",,62 98 87 90,,629 88 79 10,team@qm-koernerpark.de,www.qm-koernerpark.de,,gemeinnützig,"<p>Das diesjährige Weihnachtliche Kiezfest im Körnerpark findet am Samstag, den 13. Dezember in der Zeit von 15:00-18:00 Uhr statt. Viele Stände werden von Schulen, Vereinen und Aktiven aus dem Quartier organisiert, so dass wir einen bunten, multikulturellen Markt erleben können. Die Tombola-Päckchen werden gerade verschnürt. Die offizielle Eröffnung erfolgt um 16:00 Uhr. Auf der Bühne werden u.a. die Bläsergruppe der Albrecht-Dürer-Oberschule und die Nogat-Singers präsent sein, genauso wie Folkmusik und die Trommelgruppe aus dem Nachbarschaftsheim Neukölln.</p><p>Im Umfeld des historischen Körnerparks können wir zwar keinen Schnee versprechen, dafür jedoch weihnachtliche Illuminationen, einen großen, geschmückten Weihnachtsbaum und ein breites kunsthandwerkliches und kulinarisches Angebot mit vielen Überraschungen. Für Groß und Klein gehören natürlich auch der Weihnachtsmann und eine Tombola mit zum Programm.</p><p>Alle sind herzlich eingeladen, gemeinsam im Körnerkiez zu feiern.</p>",ready,Multikultureller NachbarschaftsGarten Neukölln e.V.
72,Neukölln,Adventsbasar in Neu-Buckow,Marienfelder Chaussee 66-72,12349 Berlin,,,13:00-18:00,,,,,,,,,,,,,13:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evangelische Kirchengemeinde Neu-Buckow,,,74 20 08 21,,,buero@neu-buckow.de,,,gemeinnützig,<p>Wir laden Sie zu unseren Adventsbasar der evangelischen Kirchengemeinde Neu-Buckow ein.</p>,mail,PublicDomainPictures
76,Neukölln,Alt-Rixdorfer Weihnachtsmarkt,Richardplatz,12055 Berlin,,,Fr 17:00-21:00<br>Sa 14:00-21:00<br>So 14:00-20:00,,,,,,,,,,,,,,,,,,,17:00-21:00,14:00-21:00,14:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA Neukölln,,Christian Bärmann,902 39 25 53,,902 39 34 70,,www.berlin.de/ba-neukoelln/org/arw/arw.index.html,,gemeinnützig,"<p>Am Freitag, 5. Dezember 2014 um 17.00 Uhr wird der traditionelle Alt-Rixdorfer Weihnachtsmarkt rund um den Richardplatz vom Neuköllner Bezirksbürgermeister Heinz Buschkowsky eröffnet.</p><p>Im sanften Schein von zahllosen Petroleumlampen und mit Lichterketten üppig geschmückten Bäumen bieten über 140 karitative Verbände, Gruppen und Vereine selbstgemachte Kleinigkeiten, schönes Kunsthandwerk und liebevoll Gebasteltes für die zahlreichen Besucher. Für das leibliche Wohl ist ebenfalls gesorgt.</p><p>Wer zur rechten Zeit da ist, trifft die Drei Weisen aus dem Morgenland, die mit ihren Kamelen angereist sind und viele Engel und den Weihnachtsmann mitgebracht haben oder kann die Hexe Abraxa in ihrem Häuschen an der Schmiede besuchen.</p><p>Auf dem Rixdorfer Weihnachtsmarkt werden wie jedes Jahr nur Waren von gemeinnützigen Organisationen feilgeboten. Gerade das macht sein Berlinweit einzigartiges Flair für die Besucher aus.</p>",ready,Bezirksamt Neukölln
90,Pankow,Nikolausmarkt auf dem Kinderbauernhof Pinkepanke,"Am Bürgerpark 15-18, S-Bhf. Wollankstraße ",13156 Berlin,,,14:00-18:00,,,,,,,,,,,,,,,,,,,,14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose,0177/464 16 75,,,,,,gemeinnützig,<p>Der Nikolausmarkt ist eine Benefizverantstaltung für den Kinderbauernhof. Bringt bitte etwas Geld mit!</p><p>Basteln - Spielen - Leckereien - Geschenke zum Fest</p>,mail,Kinderbauernhof Pinke-Panke
80,Pankow,Weihnachtsmarkt Schönhauser Allee Arcaden,Schönhauser Allee 78-80,10439 Berlin,,,Mo-Sa 10:00-21:00<br>07./21.12. 13:00-18:00<br>24.12. 10:00-14:00,,,,,,,,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,13:00-18:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,13:00-18:00,10:00-21:00,10:00-21:00,10:00-14:00,,,,,,,,,,,,,,,,Center-Management,44 71 17 11,,,mfi.berlin@mfi.eu,www.schoenhauser-allee-arcaden.de,,gewerblich,Vielen Dank für Ihr freundliches Angebot. Unser Weihnachtsmarkt besteht nur aus 2 Hütten. Wir möchten daher in Ihrer App für Weihnachtsmärkte nicht erscheinen.,hide,
88,Pankow,Adventsökomarkt und Ökomarkt der GRÜNEN LIGA am Kollwitzplatz,Wörther Straße / Kollwitz- bis Knaackstraße,10405 Berlin,,,12:00-19:00,,,,,,,,,,,,,,12:00-19:00,,,,,,,12:00-19:00,,,,,,,12:00-19:00,,,,,,,12:00-19:00,,,,,,,,,,,,,,,,,E. Westphal/GRÜNE LIGA BERLIN e. V.,"Prenzlauer Allee 8, 10405 Berlin",,44 33 91 48,,44 33 91 33,oekomarkt.kollwitzplatz@grueneliga.de,www.grueneliga-berlin.de,,gewerblich,"<p>An allen vier Adventssonntagen von 12 bis 19 Uhr bietet der Adventsökomarkt der GRÜNEN LIGA Berlin am Kollwitzplatz in Berlin Prenzlauer Berg eine entspannte und stimmungsvolle Alternative zum hektischen Trubel der herkömmlichen Weihnachtsmärkte.</p><p>Warum das Weihnachtfest nicht mal ökologisch und fair feiern? Alles, was man dafür braucht, gibt es auf dem Adventsökomarkt. Angenehme und köstliche Düfte erfreuen die Nase. Von Rohkost bis Bratwurst ist für jeden Geschmack etwas Leckeres dabei. Neben veganem und glutenfreiem Backwerk, auch für Allergiker und empfindliche Menschen, werden unter anderem fantastische Lehmofenpizzen, köstliche Crêpes, süße Dinkelwaffeln und herzhaftes Dal angeboten. Zum Aufwärmen gibt es natürlich auch Glühwein und andere warme Getränke, wie Kaffee und Teespezialitäten.</p><p>Neben den zahlreichen Köstlichkeiten laden biologische, ökologische, fair gehandelte und handgefertigte Produkte zu einem Weihnachtsbummel der etwas anderen Art ein: von Kunsthandwerk über upgecycelte Unikate, antiquarische und neue Bücher, Papeterie bis hin zu Kleidung und Schmuck. Außerdem kann man sich an Informationsständen beispielsweise zum Wechsel auf Ökostrom beraten lassen.</p><p>Auch die kleinen Gäste kommen auf ihre Kosten. Die GRÜNE LIGA Berlin stellt ein handbetriebenes Kinderkarussell und eine Reitschule aus Holz bereit. Hier können sich Groß und Klein vergnügen. Nach so viel Trubel können sich die Gäste am Schwedenfeuer und in kleinen, gemütlichen Zelten aufwärmen und bei Speis und Trank zur Ruhe kommen.</p>",mail,GRÜNE LIGA Berlin
94,Reinickendorf,Weihnachtsmarkt in den Hallen Am Borsigturm,"Am Borsigturm 2, Einkaufscenter",13507 Berlin ,,,Mo-Sa 10:00-20:00<br>07./21.12. 13:00-18:00<br>24.12. 10:00-14:00,,,,,,,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,13:00-18:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,13:00-18:00,10:00-20:00,10:00-20:00,10:00-14:00,,,,,,,,,,,,,,Werbegemeinschaft Hallen am Borsigturm,,Center Manager: Herr Wilhelm,72 62 66 00,,,info@hallenamborsigturm.de,www.hallenamborsigturm.de,,gewerblich,"<p>Der Weihnachtsmarkt in den Hallen am Borsigturm findet zum Großteil im Einkaufscenter statt. Vor dem Center befindet sich ein Außenmarkt und ein Verkaufsplatz für Rotfichten, Nordmanntannen und Co vom Tannenmann.</p>",mail,Hallen Am Borsigturm
92,Reinickendorf,Weihnachtsaktion und Himmelsbäckerei,am Kurt-Schumacher-Platz,13405 Berlin,,,Mo-Sa 10:00-20:00<br>07./21.12. 13:00-18:00<br>24.12. 10:00-14:00                    ,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,13:00-18:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,13:00-18:00,10:00-20:00,10:00-20:00,10:00-14:00,,,,,,,,,,,,,,"Einkaufszentrums ""Der Clou""",,Center-Management,49 87 20 96,,495 27 63,info@derclouberlin.de,www.derclouberlin.de,,gewerblich,"<p>Alle Jahre wieder, weihnachtet es auch im Einkaufszentrum „Der Clou“ am Kurt-Schumacher-Platz in Berlin-Reinickendorf</p><p>Wir stimmen unsere Kunden und Besucher mit unserer festlichen Weihnachtsdekoration auf das Weihnachtsfest ein. Die Beleuchtung der Weihnachtsdekoration und der Straßenbäume auf dem Kurt-Schumacher-Platz wird nach dem Totensonntag, am 24.11.2014, in Betrieb genommen.</p><p>In unserer Himmelsbäckerei können Kinder unter der Anleitung einer erfahrenen, „engelsgleichen“ Himmelsbäckermeisterin Plätzchen backen. „Nach getaner Arbeit“ erhält jedes Kind eine Tüte mit den selbst gebackenen Plätzchen. Die Teilnahme an der Himmelsbäckerei ist kostenlos. Einige Termine, besonders für 16:00 Uhr bzw. 17:00 Uhr, sind noch frei. Anmeldungen werden im Büro des Center-Managements (Telefon 030/495 70 58) entgegen genommen. Vom 01.12. – 19.12.2014 wird montags – freitags, jeweils um 10:00 Uhr, 11:00 Uhr, 16:00 und 17:00 Uhr, gebacken.</p>",ready,"Einkaufszentrum ""Der Clou"""
96,Reinickendorf,Adventsmarkt der Evangelischen Kirchengemeinde Alt-Wittenau,Dorfaue,13437 Berlin,,,14:00-17:30,,,,,,,,,,,,,14:00-17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evangelische Kirchengemeinde Alt-Wittenau,Gemeindebüro: Alt-Wittenau 29,,43 72 12 62,,43 72 12 66,,,,gemeinnützig,"<p>Hier können Sie Essbares, Lesbares, Nützliches und Schönes erwerben. In der Kirche und in allen Räumen auf dem Gelände des Gemeindehauses, Alt-Wittenau 64 und auf der Dorfaue werden verschiedene Aktivitäten angeboten.</p><p>In der Dorfkirche: Bläser, Adventsmusik. Im Gemeindehaus: Kaffee und Kuchen. Und im Pavillon: Basteln und Spielen.</p><p>Der Erlös des Weihnachtsmarktes ist für die Aktion „Brot für die Welt“ bestimmt.</p>",mail,Hans
98,Reinickendorf,Weihnachtsmarkt vor der Johanneskirche Frohnau,Zeltinger Platz 18,13465 Berlin,,,14:00-18:00,,,,,,,,,,,,,,14:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johanneskirche Frohnau,,,401 20 33,,401 20 79,post@ekg-frohnau.de,www.ekg-frohnau.de,,gemeinnützig,<p>Wir laden Sie herzlichst zum Weihnachtsmarkt vor der Johanneskirche Frohnau am 1. Advent ein.</p>,mail,Gellinger
106,Spandau,Sozialer Weihnachtsmarkt von Goldnetz,Földerichplatz,13595 Berlin,,,14:00-20:00,,,,,,,,,,,,,,,,,,,,14:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goldnetz gGmbH,,,28 88 37 77,,28 88 37 35,spenden@goldnetz-berlin.de,www.goldnetz-berlin.de,,gemeinnützig,"<p>""Geschenke für alle!"" ist das Motto des 9. großen Weihnachtsmarktes vom Goldnetz Sozialmarkt Berlin. Um 14 Uhr eröffnen Bezirksstadtrat für Soziales und Gesundheit Frank Bewig gemeinsam mit Gisela Pfeifer-Mellar, Geschäftsführerin von Goldnetz gGmbH, unseren Weihnachtsmarkt 2014.</p><p>Alle Jahre wieder ist es uns eine Herzensangelegenheit, Menschen mit geringem Einkommen zu Weihnachten einen gabenreichen Tisch zu decken. Dazu laden wir Sie auf unseren Weihnachtsmarkt auf dem Földerichplatz, Spandau, ganz herzlich ein.</p><p>Freuen Sie sich auf ein buntes Bühnenprogramm mit Musik von Weldvox, Kies und Schotter, dem Posaunenchor der Matthias-Claudius-Gemeinde, Parker’s Pack und Garet Cosmo. Es gibt auch eine spannende Tombola, dabei es nur Gewinne gibt! Auch für leckere Speisen und Getränke wird gesorgt sein und unsere kleinen Gäste dürfen sich vom Nikolaus überraschen lassen.</p><p>Wir freuen uns auf Sie!</p><p>Der Markt macht’s… unsere Märkte richten sich an alle, die monatlich über weniger als 900,- € Nettoeinkommen verfügen. Nachzuweisen bitte unter Vorlage des „Berlinpass“, ALG I/II-, Renten-, BAFÖG-Bescheid oder einer Verdienstbescheinigung. Diese Unterlagen gelten in Verbindung mit dem Personalausweis.</p>",ready,Goldnetz gGmbH
108,Spandau,27. Kladower Christkindlmarkt,Imchenplatz,14089 Berlin,,,12:00-19:00,,,,,,,,,,,,,,,,,,,,12:00-19:00,12:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cladower Dorf Union e. V.,,,331 23 22,,,,www.kladower-christkindlmarkt.de,,gemeinnützig,"<p>Auf dem Kladower Christkindlmarkt gibt es ein abwechslungsreiches Bühnenprogramm für und mit Groß und Klein. Den größten Anteil aber nimmt weihnachtliche Musik von Kindern für Kinder im Programm ein. Der Kladower Christkindlmarkt findet große Unterstützung durch das ortsansässige Gewerbe und viele Bürger. Diese spenden attraktive Gewinne für unsere Tombola.</p><p>Der Weihnachtsmann mit seinen Engeln darf natürlich auch nicht fehlen. Mit einem großen Sack voller kleiner Geschenke ziehen sie zur Freude der Kinder an beiden Tagen über den Markt. Für das leibliche Wohl ist natürlich auch durch die Arbeit vieler ehrenamtlicher Helfer gesorgt, in Form von Glühwein, nichtalkoholischen Getränken, Bier, Lumumba, Kaffee, Kuchen, Waffeln, Bratwurst, Steak, Pilzpfanne und Erbsensuppe. Dies natürlich zu angemessenen Preisen, damit bei einem Besuch mit der Familie jeder satt vom Platz geht.</p><p>Sie suchen nach einem Weihnachtsgeschenk? Dann gehen Sie doch die bekannte Runde. Dort finden Sie an einem der zahlreichen kunstgewerblichen Stände bestimmt etwas Schönes.</p>",mail,Kladower Christkindlmarkt
